periodo,instituicao,tipo_de_especialidade,doentes_saidos,dias_de_internamento,length_patiant,new_var,year,month,week,weekday,doentes_saidos_lag,dias_de_internamento_lag,doentes_saidos_var,dias_de_internamento_var,instituicao1,length_stay_var,tipo_instituicao
2016-05-01,"Hospital de Vila Franca de Xira, PPP",Especialidade Médica,3193,28947,9.06576886940182,2,2016,May,18,Sun,2700,23389,493,5558,"Hospital de Vila Franca de Xira, EPE",11.2738336713996,Hospital
2016-05-01,"Hospital Professor Doutor Fernando Fonseca, EPE",Especialidade Médica,6356,73539,11.5700125865324,2,2016,May,18,Sun,5147,59342,1209,14197,"Hospital Professor Doutor Fernando Fonseca, EPE",11.7427626137304,Hospital
2016-05-01,"Centro Hospitalar Universitário do Porto, EPE",Especialidade Médica,4553,46256,10.159455304195,2,2016,May,18,Sun,3651,36755,902,9501,"Centro Hospitalar Universitário do Porto, EPE",10.5332594235033,University
2016-05-01,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",Especialidade Médica,1115,9393,8.42421524663677,2,2016,May,18,Sun,919,7705,196,1688,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",8.61224489795918,Hospital
2016-05-01,"Centro Hospitalar Tâmega e Sousa, EPE",Especialidade Médica,4163,37685,9.05236608215229,2,2016,May,18,Sun,3043,30203,1120,7482,"Centro Hospitalar Tâmega e Sousa, EPE",6.68035714285714,Hospital
2016-06-01,"Unidade Local de Saúde do Norte Alentejano, EPE",Especialidade Médica,2171,19917,9.17411331183786,2,2016,Jun,22,Wed,1858,16977,313,2940,"Unidade Local de Saúde do Norte Alentejano, EPE",9.39297124600639,Hospital
2016-06-01,"Hospital Distrital de Santarém, EPE",Especialidade Médica,4738,43782,9.2406078514141,2,2016,Jun,22,Wed,4014,37175,724,6607,"Hospital Distrital de Santarém, EPE",9.12569060773481,Hospital
2016-06-01,"Hospital da Senhora da Oliveira, Guimarães, EPE",Especialidade Médica,5347,49435,9.24537123620722,2,2016,Jun,22,Wed,4529,41987,818,7448,"Hospital da Senhora da Oliveira, Guimarães, EPE",9.10513447432763,Hospital
2016-07-01,"Centro Hospitalar Universitário do Algarve,EPE",Especialidade Médica,8500,99802,11.7414117647059,2,2016,Jul,27,Fri,7351,85937,1149,13865,"Centro Hospitalar Universitário do Algarve,EPE",12.0670147954743,University
2016-07-01,"Centro Hospitalar e Universitário de Coimbra, EPE",Especialidade Médica,15242,149555,9.8120325416612,2,2016,Jul,27,Fri,13133,128200,2109,21355,"Centro Hospitalar e Universitário de Coimbra, EPE",10.1256519677572,University
2016-07-01,"Centro Hospitalar Barreiro/Montijo, EPE",Especialidade Médica,2845,38779,13.6305799648506,2,2016,Jul,27,Fri,2478,33470,367,5309,"Centro Hospitalar Barreiro/Montijo, EPE",14.4659400544959,Hospital
2016-07-01,"Hospital Professor Doutor Fernando Fonseca, EPE",Especialidade Médica,8761,100642,11.4875014267778,2,2016,Jul,27,Fri,7550,87069,1211,13573,"Hospital Professor Doutor Fernando Fonseca, EPE",11.2080924855491,Hospital
2016-07-01,"Centro Hospitalar Entre Douro e Vouga, EPE",Especialidade Médica,3866,34388,8.8949818934299,2,2016,Jul,27,Fri,3415,30379,451,4009,"Centro Hospitalar Entre Douro e Vouga, EPE",8.88913525498891,Hospital
2016-07-01,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",Especialidade Médica,8030,73909,9.2041095890411,2,2016,Jul,27,Fri,7038,64882,992,9027,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",9.09979838709677,Hospital
2016-07-01,"Hospital da Senhora da Oliveira, Guimarães, EPE",Especialidade Médica,6126,57258,9.34671890303624,2,2016,Jul,27,Fri,5347,49435,779,7823,"Hospital da Senhora da Oliveira, Guimarães, EPE",10.0423620025674,Hospital
2016-07-01,"Unidade Local de Saúde do Nordeste, EPE",Especialidade Médica,3334,29922,8.9748050389922,2,2016,Jul,27,Fri,2889,27412,445,2510,"Unidade Local de Saúde do Nordeste, EPE",5.64044943820225,Hospital
2016-08-01,"Hospital Distrital da Figueira da Foz, EPE",Especialidade Médica,1577,14423,9.14584654407102,2,2016,Aug,31,Mon,1397,12899,180,1524,"Hospital Distrital da Figueira da Foz, EPE",8.46666666666667,Hospital
2016-08-01,"Unidade Local de Saúde da Guarda, EPE",Especialidade Médica,3688,41639,11.2904013015184,2,2016,Aug,31,Mon,3293,36991,395,4648,"Unidade Local de Saúde da Guarda, EPE",11.7670886075949,Hospital
2016-08-01,"Centro Hospitalar de Lisboa Ocidental, EPE",Especialidade Médica,7614,78845,10.3552666141319,2,2016,Aug,31,Mon,6772,70084,842,8761,"Centro Hospitalar de Lisboa Ocidental, EPE",10.4049881235154,Hospital
2016-08-01,"Centro Hospitalar Universitário de Lisboa Norte, EPE",Especialidade Médica,13794,130017,9.42561983471074,2,2016,Aug,31,Mon,12193,115528,1601,14489,"Centro Hospitalar Universitário de Lisboa Norte, EPE",9.04996876951905,University
2016-08-01,"Centro Hospitalar Médio Tejo, EPE",Especialidade Médica,6145,54623,8.88901545972335,2,2016,Aug,31,Mon,5417,47954,728,6669,"Centro Hospitalar Médio Tejo, EPE",9.16071428571429,Hospital
2016-08-01,"Centro Hospitalar Entre Douro e Vouga, EPE",Especialidade Médica,4341,38716,8.91868233126008,2,2016,Aug,31,Mon,3866,34388,475,4328,"Centro Hospitalar Entre Douro e Vouga, EPE",9.11157894736842,Hospital
2016-08-01,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",Especialidade Médica,1784,14747,8.26625560538117,2,2016,Aug,31,Mon,1551,12955,233,1792,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",7.69098712446352,Hospital
2016-08-01,"Hospital da Senhora da Oliveira, Guimarães, EPE",Especialidade Médica,6966,64541,9.26514498995119,2,2016,Aug,31,Mon,6126,57258,840,7283,"Hospital da Senhora da Oliveira, Guimarães, EPE",8.6702380952381,Hospital
2016-08-01,"Hospital Santa Maria Maior, EPE",Especialidade Médica,1925,17301,8.98753246753247,2,2016,Aug,31,Mon,1713,15509,212,1792,"Hospital Santa Maria Maior, EPE",8.45283018867925,Hospital
2016-09-01,"Centro Hospitalar Universitário do Algarve,EPE",Especialidade Médica,10793,126917,11.7591957750394,2,2016,Sep,35,Thu,9678,113713,1115,13204,"Centro Hospitalar Universitário do Algarve,EPE",11.8421524663677,University
2016-09-01,"Centro Hospitalar e Universitário de Coimbra, EPE",Especialidade Médica,19411,189431,9.75895111019525,2,2016,Sep,35,Thu,17289,169980,2122,19451,"Centro Hospitalar e Universitário de Coimbra, EPE",9.16635249764373,University
2016-09-01,"Centro Hospitalar de Lisboa Ocidental, EPE",Especialidade Médica,8497,87585,10.3077556784748,2,2016,Sep,35,Thu,7614,78845,883,8740,"Centro Hospitalar de Lisboa Ocidental, EPE",9.89807474518686,Hospital
2016-09-01,"Centro Hospitalar do Oeste, EPE",Especialidade Médica,5366,48126,8.96869176295192,2,2016,Sep,35,Thu,4838,43050,528,5076,"Centro Hospitalar do Oeste, EPE",9.61363636363636,Hospital
2016-09-01,"Centro Hospitalar Universitário de Lisboa Norte, EPE",Especialidade Médica,15362,143537,9.343640151022,2,2016,Sep,35,Thu,13794,130017,1568,13520,"Centro Hospitalar Universitário de Lisboa Norte, EPE",8.62244897959184,University
2016-09-01,"Hospital de Loures, PPP",Especialidade Médica,6511,71643,11.0033788972508,2,2016,Sep,35,Thu,5896,64672,615,6971,"Hospital de Loures, PPP",11.3349593495935,Hospital
2016-09-01,"Instituto Português Oncologia de Lisboa, EPE",Especialidade Médica,5456,36476,6.68548387096774,2,2016,Sep,35,Thu,4849,32585,607,3891,"Instituto Português Oncologia de Lisboa, EPE",6.41021416803954,Cancer hospital
2016-09-01,"Centro Hospitalar Universitário de São João, EPE",Especialidade Médica,11120,109840,9.87769784172662,2,2016,Sep,35,Thu,9986,98361,1134,11479,"Centro Hospitalar Universitário de São João, EPE",10.1225749559083,University
2016-09-01,"Hospital Santa Maria Maior, EPE",Especialidade Médica,2173,19212,8.84123331799356,2,2016,Sep,35,Thu,1925,17301,248,1911,"Hospital Santa Maria Maior, EPE",7.70564516129032,Hospital
2016-09-01,"Unidade Local de Saúde de Matosinhos, EPE",Especialidade Médica,5180,48589,9.38011583011583,2,2016,Sep,35,Thu,4674,43966,506,4623,"Unidade Local de Saúde de Matosinhos, EPE",9.13636363636364,Hospital
2016-10-01,"Centro Hospitalar de Leiria, EPE",Especialidade Médica,9169,69904,7.62395026720471,2,2016,Oct,40,Sat,8360,63171,809,6733,"Centro Hospitalar de Leiria, EPE",8.32262051915946,Hospital
2016-10-01,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,Especialidade Médica,180,22212,123.4,2,2016,Oct,40,Sat,163,19714,17,2498,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,146.941176470588,Hospital
2016-10-01,Hospital Dr. Francisco Zagalo,Especialidade Médica,255,4462,17.4980392156863,2,2016,Oct,40,Sat,223,4026,32,436,Hospital Dr. Francisco Zagalo,13.625,Hospital
2016-10-01,"Centro Hospitalar do Médio Ave, EPE",Especialidade Médica,3295,32181,9.76661608497724,2,2016,Oct,40,Sat,3014,29280,281,2901,"Centro Hospitalar do Médio Ave, EPE",10.3238434163701,Hospital
2016-10-01,"Centro Hospitalar Entre Douro e Vouga, EPE",Especialidade Médica,5196,46898,9.02578906851424,2,2016,Oct,40,Sat,4751,42653,445,4245,"Centro Hospitalar Entre Douro e Vouga, EPE",9.53932584269663,Hospital
2016-10-01,"Instituto Português Oncologia do Porto, EPE",Especialidade Médica,3900,35698,9.15333333333333,2,2016,Oct,40,Sat,3503,31836,397,3862,"Instituto Português Oncologia do Porto, EPE",9.727959697733,Cancer hospital
2016-10-01,"Unidade Local de Saúde do Nordeste, EPE",Especialidade Médica,4686,44080,9.40674349125053,2,2016,Oct,40,Sat,4261,39969,425,4111,"Unidade Local de Saúde do Nordeste, EPE",9.67294117647059,Hospital
2016-11-01,"Centro Hospitalar e Universitário de Coimbra, EPE",Especialidade Médica,23499,230262,9.798799948934,2,2016,Nov,44,Tue,21427,210269,2072,19993,"Centro Hospitalar e Universitário de Coimbra, EPE",9.64913127413127,University
2016-11-01,"Unidade Local de Saúde de Castelo Branco, EPE",Especialidade Médica,3630,27716,7.63526170798898,2,2016,Nov,44,Tue,3307,25138,323,2578,"Unidade Local de Saúde de Castelo Branco, EPE",7.98142414860681,Hospital
2016-11-01,"Centro Hospitalar Médio Tejo, EPE",Especialidade Médica,8220,73696,8.9654501216545,2,2016,Nov,44,Tue,7505,67190,715,6506,"Centro Hospitalar Médio Tejo, EPE",9.0993006993007,Hospital
2016-11-01,"Hospital Distrital de Santarém, EPE",Especialidade Médica,8248,76646,9.29267701260912,2,2016,Nov,44,Tue,7572,70294,676,6352,"Hospital Distrital de Santarém, EPE",9.39644970414201,Hospital
2016-11-01,"Instituto Português Oncologia de Lisboa, EPE",Especialidade Médica,6603,44759,6.77858549144328,2,2016,Nov,44,Tue,6017,40553,586,4206,"Instituto Português Oncologia de Lisboa, EPE",7.17747440273038,Cancer hospital
2016-11-01,"Centro Hospitalar Universitário do Porto, EPE",Especialidade Médica,9426,99134,10.517080415871,2,2016,Nov,44,Tue,8561,90049,865,9085,"Centro Hospitalar Universitário do Porto, EPE",10.5028901734104,University
2016-12-01,"Centro Hospitalar Universitário Cova da Beira, EPE",Especialidade Médica,5914,50126,8.47582008792695,2,2016,Dec,48,Thu,5478,46321,436,3805,"Centro Hospitalar Universitário Cova da Beira, EPE",8.72706422018349,University
2016-12-01,"Centro Hospitalar Médio Tejo, EPE",Especialidade Médica,9031,81432,9.01694164544347,2,2016,Dec,48,Thu,8220,73696,811,7736,"Centro Hospitalar Médio Tejo, EPE",9.53884093711467,Hospital
2016-12-01,"Centro Hospitalar Universitário de São João, EPE",Especialidade Médica,14936,147743,9.89173808248527,2,2016,Dec,48,Thu,13616,134691,1320,13052,"Centro Hospitalar Universitário de São João, EPE",9.88787878787879,University
2016-12-01,"Centro Hospitalar Tâmega e Sousa, EPE",Especialidade Médica,9369,86059,9.18550539011634,2,2016,Dec,48,Thu,8498,78165,871,7894,"Centro Hospitalar Tâmega e Sousa, EPE",9.06314580941447,Hospital
2016-12-01,"Hospital da Senhora da Oliveira, Guimarães, EPE",Especialidade Médica,10345,97760,9.4499758337361,2,2016,Dec,48,Thu,9343,89894,1002,7866,"Hospital da Senhora da Oliveira, Guimarães, EPE",7.85029940119761,Hospital
2016-12-01,"Unidade Local de Saúde de Matosinhos, EPE",Especialidade Médica,6989,65671,9.39633710115896,2,2016,Dec,48,Thu,6281,59288,708,6383,"Unidade Local de Saúde de Matosinhos, EPE",9.01553672316384,Hospital
2017-01-01,"Centro Hospitalar Universitário Cova da Beira, EPE",Especialidade Médica,571,4372,7.65674255691769,2,2017,Jan,1,Sun,,,571,4372,"Centro Hospitalar Universitário Cova da Beira, EPE",7.65674255691769,University
2017-01-01,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,Especialidade Médica,18,2309,128.277777777778,2,2017,Jan,1,Sun,,,18,2309,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,128.277777777778,Hospital
2017-01-01,"Hospital Garcia de Orta, EPE",Especialidade Médica,818,8138,9.94865525672372,2,2017,Jan,1,Sun,,,818,8138,"Hospital Garcia de Orta, EPE",9.94865525672372,Hospital
2017-01-01,"Centro Hospitalar do Médio Ave, EPE",Especialidade Médica,465,4578,9.84516129032258,2,2017,Jan,1,Sun,,,465,4578,"Centro Hospitalar do Médio Ave, EPE",9.84516129032258,Hospital
2017-01-01,"Centro Hospitalar Tâmega e Sousa, EPE",Especialidade Médica,1035,8462,8.17584541062802,2,2017,Jan,1,Sun,,,1035,8462,"Centro Hospitalar Tâmega e Sousa, EPE",8.17584541062802,Hospital
2017-01-01,"Hospital de Magalhães Lemos, EPE",Especialidade Médica,176,3760,21.3636363636364,2,2017,Jan,1,Sun,,,176,3760,"Hospital de Magalhães Lemos, EPE",21.3636363636364,Hospital
2017-01-01,"Unidade Local de Saúde do Nordeste, EPE",Especialidade Médica,582,5414,9.30240549828179,2,2017,Jan,1,Sun,,,582,5414,"Unidade Local de Saúde do Nordeste, EPE",9.30240549828179,Hospital
2017-02-01,"Centro Hospitalar Universitário Cova da Beira, EPE",Especialidade Médica,1040,8154,7.84038461538462,2,2017,Feb,5,Wed,571,4372,469,3782,"Centro Hospitalar Universitário Cova da Beira, EPE",8.06396588486141,University
2017-02-01,Hospital Dr. Francisco Zagalo,Especialidade Médica,50,898,17.96,2,2017,Feb,5,Wed,28,463,22,435,Hospital Dr. Francisco Zagalo,19.7727272727273,Hospital
2017-02-01,"Centro Hospitalar do Oeste, EPE",Especialidade Médica,1270,11638,9.16377952755906,2,2017,Feb,5,Wed,705,6581,565,5057,"Centro Hospitalar do Oeste, EPE",8.95044247787611,Hospital
2017-02-01,"Hospital de Loures, PPP",Especialidade Médica,1591,15154,9.52482715273413,2,2017,Feb,5,Wed,848,8167,743,6987,"Hospital de Loures, PPP",9.40376850605653,Hospital
2017-02-01,"Hospital de Vila Franca de Xira, PPP",Especialidade Médica,1333,13561,10.1732933233308,2,2017,Feb,5,Wed,761,7348,572,6213,"Hospital de Vila Franca de Xira, EPE",10.8618881118881,Hospital
2017-02-01,"Centro Hospitalar do Médio Ave, EPE",Especialidade Médica,848,8578,10.1155660377359,2,2017,Feb,5,Wed,465,4578,383,4000,"Centro Hospitalar do Médio Ave, EPE",10.443864229765,Hospital
2017-02-01,"Centro Hospitalar Universitário do Porto, EPE",Especialidade Médica,1956,21714,11.101226993865,2,2017,Feb,5,Wed,1078,11485,878,10229,"Centro Hospitalar Universitário do Porto, EPE",11.6503416856492,University
2017-02-01,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",Especialidade Médica,2695,23022,8.54248608534323,2,2017,Feb,5,Wed,1467,12701,1228,10321,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",8.40472312703583,Hospital
2017-03-01,"Unidade Local de Saúde do Norte Alentejano, EPE",Especialidade Médica,1117,10639,9.52461951656222,2,2017,Mar,9,Wed,719,7074,398,3565,"Unidade Local de Saúde do Norte Alentejano, EPE",8.95728643216081,Hospital
2017-03-01,"Centro Hospitalar Universitário do Algarve,EPE",Especialidade Médica,3930,46727,11.8898218829517,2,2017,Mar,9,Wed,2580,31192,1350,15535,"Centro Hospitalar Universitário do Algarve,EPE",11.5074074074074,University
2017-03-01,"Centro Hospitalar Tondela-Viseu, EPE",Especialidade Médica,2918,28634,9.81288553803975,2,2017,Mar,9,Wed,2019,19889,899,8745,"Centro Hospitalar Tondela-Viseu, EPE",9.72747497219132,Hospital
2017-03-01,"Centro Hospitalar Barreiro/Montijo, EPE",Especialidade Médica,1403,17318,12.3435495367071,2,2017,Mar,9,Wed,918,11615,485,5703,"Centro Hospitalar Barreiro/Montijo, EPE",11.7587628865979,Hospital
2017-03-01,"Centro Hospitalar Médio Tejo, EPE",Especialidade Médica,2504,22914,9.15095846645367,2,2017,Mar,9,Wed,1711,15636,793,7278,"Centro Hospitalar Médio Tejo, EPE",9.17780580075662,Hospital
2017-03-01,"Hospital de Vila Franca de Xira, PPP",Especialidade Médica,1968,20047,10.1864837398374,2,2017,Mar,9,Wed,1333,13561,635,6486,"Hospital de Vila Franca de Xira, EPE",10.2141732283465,Hospital
2017-03-01,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",Especialidade Médica,821,5716,6.96224116930573,2,2017,Mar,9,Wed,549,3869,272,1847,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",6.79044117647059,Hospital
2017-03-01,"Centro Hospitalar Tâmega e Sousa, EPE",Especialidade Médica,2667,22958,8.60817397825272,2,2017,Mar,9,Wed,1843,15472,824,7486,"Centro Hospitalar Tâmega e Sousa, EPE",9.08495145631068,Hospital
2017-03-01,"Unidade Local de Saúde do Alto Minho, EPE",Especialidade Médica,2117,17447,8.24137931034483,2,2017,Mar,9,Wed,1411,11879,706,5568,"Unidade Local de Saúde do Alto Minho, EPE",7.88668555240793,Hospital
2017-03-01,"Unidade Local de Saúde do Nordeste, EPE",Especialidade Médica,1586,15297,9.64501891551072,2,2017,Mar,9,Wed,1052,10025,534,5272,"Unidade Local de Saúde do Nordeste, EPE",9.87265917602996,Hospital
2017-04-01,"Unidade Local de Saúde do Baixo Alentejo, EPE",Especialidade Médica,1276,10399,8.14968652037618,2,2017,Apr,13,Sat,984,7988,292,2411,"Unidade Local de Saúde do Baixo Alentejo, EPE",8.25684931506849,Hospital
2017-04-01,"Centro Hospitalar Universitário do Algarve,EPE",Especialidade Médica,5076,61363,12.0888494877857,2,2017,Apr,13,Sat,3930,46727,1146,14636,"Centro Hospitalar Universitário do Algarve,EPE",12.7713787085515,University
2017-04-01,"Centro Hospitalar de Lisboa Ocidental, EPE",Especialidade Médica,4028,42743,10.6114697120159,2,2017,Apr,13,Sat,3132,32688,896,10055,"Centro Hospitalar de Lisboa Ocidental, EPE",11.2220982142857,Hospital
2017-04-01,"Hospital de Cascais, PPP",Especialidade Médica,1808,15993,8.84568584070797,2,2017,Apr,13,Sat,1418,12369,390,3624,"Hospital de Cascais, PPP",9.29230769230769,Hospital
2017-04-01,"Hospital de Loures, PPP",Especialidade Médica,3004,29547,9.83588548601864,2,2017,Apr,13,Sat,2332,22558,672,6989,"Hospital de Loures, PPP",10.4002976190476,Hospital
2017-04-01,"Instituto Português Oncologia de Lisboa, EPE",Especialidade Médica,2629,17397,6.61734499809814,2,2017,Apr,13,Sat,1981,13348,648,4049,"Instituto Português Oncologia de Lisboa, EPE",6.24845679012346,Cancer hospital
2017-04-01,"Centro Hospitalar Universitário de São João, EPE",Especialidade Médica,5117,50127,9.79616963064296,2,2017,Apr,13,Sat,4005,38134,1112,11993,"Centro Hospitalar Universitário de São João, EPE",10.785071942446,University
2017-04-01,"Hospital da Senhora da Oliveira, Guimarães, EPE",Especialidade Médica,3668,34482,9.40076335877863,2,2017,Apr,13,Sat,2893,27181,775,7301,"Hospital da Senhora da Oliveira, Guimarães, EPE",9.42064516129032,Hospital
2017-05-01,"Centro Hospitalar Universitário do Algarve,EPE",Especialidade Médica,6157,75385,12.2437875588761,2,2017,May,18,Mon,5076,61363,1081,14022,"Centro Hospitalar Universitário do Algarve,EPE",12.9713228492137,University
2017-05-01,"Centro Hospitalar e Universitário de Coimbra, EPE",Especialidade Médica,10854,109721,10.1088078127879,2,2017,May,18,Mon,8784,87704,2070,22017,"Centro Hospitalar e Universitário de Coimbra, EPE",10.636231884058,University
2017-05-01,"Hospital Distrital da Figueira da Foz, EPE",Especialidade Médica,981,10041,10.2354740061162,2,2017,May,18,Mon,804,8328,177,1713,"Hospital Distrital da Figueira da Foz, EPE",9.67796610169492,Hospital
2017-05-01,"Unidade Local de Saúde da Guarda, EPE",Especialidade Médica,2159,24805,11.4891153311718,2,2017,May,18,Mon,1743,20126,416,4679,"Unidade Local de Saúde da Guarda, EPE",11.2475961538462,Hospital
2017-05-01,"Centro Hospitalar de Lisboa Ocidental, EPE",Especialidade Médica,4985,53001,10.6320962888666,2,2017,May,18,Mon,4028,42743,957,10258,"Centro Hospitalar de Lisboa Ocidental, EPE",10.7189132706374,Hospital
2017-05-01,"Centro Hospitalar do Médio Ave, EPE",Especialidade Médica,1928,19870,10.3060165975104,2,2017,May,18,Mon,1620,16337,308,3533,"Centro Hospitalar do Médio Ave, EPE",11.4707792207792,Hospital
2017-05-01,"Centro Hospitalar Tâmega e Sousa, EPE",Especialidade Médica,4163,37446,8.99495556089359,2,2017,May,18,Mon,3385,29830,778,7616,"Centro Hospitalar Tâmega e Sousa, EPE",9.78920308483291,Hospital
2017-05-01,"Instituto Português Oncologia do Porto, EPE",Especialidade Médica,2114,19298,9.1286660359508,2,2017,May,18,Mon,1647,15031,467,4267,"Instituto Português Oncologia do Porto, EPE",9.13704496788008,Cancer hospital
2017-05-01,"Unidade Local de Saúde de Matosinhos, EPE",Especialidade Médica,3099,27888,8.99903194578896,2,2017,May,18,Mon,2529,22628,570,5260,"Unidade Local de Saúde de Matosinhos, EPE",9.2280701754386,Hospital
2017-06-01,"Hospital Espírito Santo de Évora, EPE",Especialidade Médica,2746,23381,8.51456664238893,2,2017,Jun,22,Thu,2323,19938,423,3443,"Hospital Espírito Santo de Évora, EPE",8.13947990543735,Hospital
2017-06-01,"Centro Hospitalar do Baixo Vouga, EPE",Especialidade Médica,3310,38077,11.5036253776435,2,2017,Jun,22,Thu,2805,32469,505,5608,"Centro Hospitalar do Baixo Vouga, EPE",11.1049504950495,Hospital
2017-06-01,"Unidade Local de Saúde da Guarda, EPE",Especialidade Médica,2603,29381,11.2873607376104,2,2017,Jun,22,Thu,2159,24805,444,4576,"Unidade Local de Saúde da Guarda, EPE",10.3063063063063,Hospital
2017-06-01,"Centro Hospitalar Barreiro/Montijo, EPE",Especialidade Médica,2618,33336,12.733384262796,2,2017,Jun,22,Thu,2202,28145,416,5191,"Centro Hospitalar Barreiro/Montijo, EPE",12.4783653846154,Hospital
2017-06-01,"Hospital de Vila Franca de Xira, PPP",Especialidade Médica,3675,38537,10.4862585034014,2,2017,Jun,22,Thu,3070,32578,605,5959,"Hospital de Vila Franca de Xira, EPE",9.8495867768595,Hospital
2017-06-01,"Hospital Distrital de Santarém, EPE",Especialidade Médica,4510,39610,8.78270509977827,2,2017,Jun,22,Thu,3805,33863,705,5747,"Hospital Distrital de Santarém, EPE",8.15177304964539,Hospital
2017-06-01,"Centro Hospitalar do Médio Ave, EPE",Especialidade Médica,2256,22957,10.175975177305,2,2017,Jun,22,Thu,1928,19870,328,3087,"Centro Hospitalar do Médio Ave, EPE",9.41158536585366,Hospital
2017-06-01,"Centro Hospitalar Entre Douro e Vouga, EPE",Especialidade Médica,3295,30107,9.13717754172989,2,2017,Jun,22,Thu,2846,26254,449,3853,"Centro Hospitalar Entre Douro e Vouga, EPE",8.58129175946548,Hospital
2017-06-01,"Instituto Português Oncologia do Porto, EPE",Especialidade Médica,2527,22925,9.07202216066482,2,2017,Jun,22,Thu,2114,19298,413,3627,"Instituto Português Oncologia do Porto, EPE",8.78208232445521,Cancer hospital
2017-07-01,"Centro Hospitalar Universitário Cova da Beira, EPE",Especialidade Médica,3415,28007,8.20117130307467,2,2017,Jul,26,Sat,2922,24213,493,3794,"Centro Hospitalar Universitário Cova da Beira, EPE",7.69574036511156,University
2017-07-01,"Centro Hospitalar Tondela-Viseu, EPE",Especialidade Médica,6112,61810,10.1128926701571,2,2017,Jul,26,Sat,5351,53317,761,8493,"Centro Hospitalar Tondela-Viseu, EPE",11.1603153745072,Hospital
2017-07-01,Hospital Dr. Francisco Zagalo,Especialidade Médica,188,3181,16.9202127659575,2,2017,Jul,26,Sat,163,2734,25,447,Hospital Dr. Francisco Zagalo,17.88,Hospital
2017-07-01,"Unidade Local de Saúde da Guarda, EPE",Especialidade Médica,2998,33961,11.3278852568379,2,2017,Jul,26,Sat,2603,29381,395,4580,"Unidade Local de Saúde da Guarda, EPE",11.5949367088608,Hospital
2017-07-01,"Hospital Distrital de Santarém, EPE",Especialidade Médica,5131,44854,8.74176573767297,2,2017,Jul,26,Sat,4510,39610,621,5244,"Hospital Distrital de Santarém, EPE",8.44444444444445,Hospital
2017-07-01,"Instituto Português Oncologia de Lisboa, EPE",Especialidade Médica,4543,30303,6.67026194144838,2,2017,Jul,26,Sat,3871,25979,672,4324,"Instituto Português Oncologia de Lisboa, EPE",6.43452380952381,Cancer hospital
2017-07-01,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",Especialidade Médica,1659,12365,7.45328511151296,2,2017,Jul,26,Sat,1459,10674,200,1691,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",8.455,Hospital
2017-08-01,"Hospital Espírito Santo de Évora, EPE",Especialidade Médica,3504,29796,8.50342465753425,2,2017,Aug,31,Tue,3141,26565,363,3231,"Hospital Espírito Santo de Évora, EPE",8.90082644628099,Hospital
2017-08-01,"Centro Hospitalar Universitário do Algarve,EPE",Especialidade Médica,9575,116329,12.1492428198433,2,2017,Aug,31,Tue,8367,103018,1208,13311,"Centro Hospitalar Universitário do Algarve,EPE",11.0190397350993,University
2017-08-01,"Centro Hospitalar Tondela-Viseu, EPE",Especialidade Médica,6942,69906,10.0700086430424,2,2017,Aug,31,Tue,6112,61810,830,8096,"Centro Hospitalar Tondela-Viseu, EPE",9.75421686746988,Hospital
2017-08-01,Hospital Dr. Francisco Zagalo,Especialidade Médica,219,3571,16.3059360730594,2,2017,Aug,31,Tue,188,3181,31,390,Hospital Dr. Francisco Zagalo,12.5806451612903,Hospital
2017-08-01,"Unidade Local de Saúde da Guarda, EPE",Especialidade Médica,3443,38497,11.1812372930584,2,2017,Aug,31,Tue,2998,33961,445,4536,"Unidade Local de Saúde da Guarda, EPE",10.1932584269663,Hospital
2017-08-01,"Hospital Santa Maria Maior, EPE",Especialidade Médica,1815,14740,8.12121212121212,2,2017,Aug,31,Tue,1605,13065,210,1675,"Hospital Santa Maria Maior, EPE",7.97619047619048,Hospital
2017-09-01,"Centro Hospitalar e Universitário de Coimbra, EPE",Especialidade Médica,18929,190228,10.0495535950129,2,2017,Sep,35,Fri,16977,170682,1952,19546,"Centro Hospitalar e Universitário de Coimbra, EPE",10.0133196721311,University
2017-09-01,"Centro Hospitalar Tondela-Viseu, EPE",Especialidade Médica,7642,77618,10.1567652447003,2,2017,Sep,35,Fri,6942,69906,700,7712,"Centro Hospitalar Tondela-Viseu, EPE",11.0171428571429,Hospital
